"feature","Estimate_group","pvalue","fdr","sign_group","method","vs","fold_change","log2FC"
"0610005C13Rik","Group_safe",0.96645111489932,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02037859367535,0.029104538350993
"0610007P14Rik","Group_safe",0.939758916662859,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.994936094993614,-0.00732423093620804
"0610009B22Rik","Group_safe",0.24507364608036,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.935212262439984,-0.096634248373897
"0610009L18Rik","Group_safe",0.198664580042201,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.790254631829923,-0.339610508827849
"0610009O20Rik","Group_safe",0.40306240521869,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.04387009821208,0.0619421905231677
"0610010F05Rik","Group_safe",0.204687406797016,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.831426306815081,-0.266339698487225
"0610010K14Rik","Group_safe",0.199996049780436,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.09988739437941,0.137355829307973
"0610011F06Rik","Group_safe",0.708290988260982,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02629894924009,0.0374510328599111
"0610012G03Rik","Group_safe",0.720561518400971,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.03120537949386,0.0443316949457037
"0610030E20Rik","Group_safe",0.124165782013604,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.885321155003782,-0.175727199371211
"0610037L13Rik","Group_safe",0.795344272408155,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.983186874979656,-0.0244624382574939
"0610038B21Rik","Group_safe",0.652232057471359,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.19038872199206,0.251432763209118
"0610040B10Rik","Group_safe",0.64601844120445,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.12072186844784,0.164428286352541
"1110001J03Rik","Group_safe",0.504220639198304,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.09080081865464,0.125387688120262
"1110002L01Rik","Group_safe",0.989735676540958,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.998181411489477,-0.00262605720869718
"1110004E09Rik","Group_safe",0.548278615620827,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.947149217324212,-0.0783363638767487
"1110004F10Rik","Group_safe",0.988261445727583,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00096588240119,0.00139280121741722
"1110006O24Rik","Group_safe",0.32421735511139,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.719322144998015,-0.475290075396723
"1110007C09Rik","Group_safe",0.798901046286088,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.973374132158771,-0.0389336600101551
"1110008F13Rik","Group_safe",0.714345777707337,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.970965303290075,-0.0425083519367186
"1110008L16Rik","Group_safe",0.632512364636131,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02638248815731,0.0375684609025406
"1110008P14Rik","Group_safe",0.930039746136078,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.994250069577384,-0.0083193368974148
"1110012L19Rik","Group_safe",0.925033423071036,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.990140902494685,-0.0142942516488912
"1110017D15Rik","Group_safe",0.258620096377858,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.548345430319433,-0.866843089278546
"1110019D14Rik","Group_safe",0.509630642936025,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.09975779467163,0.137185826566744
"1110020A21Rik","Group_safe",0.765637529896266,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.909106474832474,-0.137478821681433
"1110032A03Rik","Group_safe",0.596922863338031,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.04440403872398,0.0626799416946326
"1110034G24Rik","Group_safe",0.937865898507376,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00792896610154,0.0113939683377242
"1110037F02Rik","Group_safe",0.500901314972817,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.954527029638764,-0.0671420434355494
"1110038B12Rik","Group_safe",0.394479603755806,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.911542103625819,-0.133618799797594
"1110038F14Rik","Group_safe",0.869271200645547,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.01067489904166,0.0153190041976808
"1110046J04Rik","Group_safe",0.424774785749476,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.09415720521098,0.129820035099933
"1110051M20Rik","Group_safe",0.189205563625285,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.06174588012801,0.0864385106345269
"1110059E24Rik","Group_safe",0.776429789629217,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.01649350513949,0.0236009971472515
"1110059G10Rik","Group_safe",0.0260017404198696,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.83989905321534,-0.251712152921171
"1110065P20Rik","Group_safe",0.986737135895134,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.998131059646418,-0.00269883374578416
"1190002F15Rik","Group_safe",0.364542104319015,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.12305723834138,0.167431458786486
"1190002N15Rik","Group_safe",0.485554310322245,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.914880401936348,-0.128344935983302
"1190005I06Rik","Group_safe",0.872446170911485,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.09041924967768,0.124882936046476
"1190007I07Rik","Group_safe",0.778371110839592,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.964712288795661,-0.0518293508664666
"1200014J11Rik","Group_safe",0.622629659255358,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.975725807119152,-0.0354523080475529
"1300002E11Rik","Group_safe",0.0621883376865572,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.861412746065974,-0.215223424023954
"1500004A13Rik","Group_safe",0.0398118394520823,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.768511325042964,-0.37986157477231
"1500009L16Rik","Group_safe",0.523385997479385,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.16635687864918,0.222009287921378
"1500011B03Rik","Group_safe",0.546133079396449,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.916578014270854,-0.12567041432768
"1500011K16Rik","Group_safe",0.601646973538658,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.953200911534733,-0.069147763726352
"1500012F01Rik","Group_safe",0.40264554527592,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.932263001665327,-0.101191082419375
"1500015A07Rik","Group_safe",0.213939172895309,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.686910338912558,-0.541806295768273
"1500015O10Rik","Group_safe",0.25529393402639,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.25769679371427,0.330784158362668
"1500017E21Rik","Group_safe",0.701283904315651,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.938333183507696,-0.0918278087737912
"1500026H17Rik","Group_safe",0.63410012918475,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.673527120293787,-0.570192056362943
"1600002H07Rik","Group_safe",0.753829948060281,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02255507234313,0.032178545325184
"1600002K03Rik","Group_safe",0.751195540152829,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.959594933853798,-0.0595025538913786
"1600012H06Rik","Group_safe",0.0160264660051517,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.897398964070212,-0.156178576274966
"1600014C10Rik","Group_safe",0.807099300034642,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02179322376423,0.0311032733476423
"1600020E01Rik","Group_safe",0.191994068986059,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.877701849695765,-0.188197147171299
"1600027J07Rik","Group_safe",0.827141298018638,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.09354705587245,0.129015301605206
"1700001G17Rik","Group_safe",0.963951468798711,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.980479112944504,-0.0284411977410733
"1700001K19Rik","Group_safe",0.413906850363177,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.751167002579669,-0.412794405511575
"1700001L05Rik","Group_safe",0.193012671534533,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.78721785878124,-0.345165144938259
"1700001L19Rik","Group_safe",0.291050470125885,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.63912888632264,0.712929299433007
"1700001O22Rik","Group_safe",0.502416595389603,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.26229527879312,0.336049428087133
"1700003E16Rik","Group_safe",0.496206336288561,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.09811739038597,0.135032288837669
"1700003F12Rik","Group_safe",0.858051843311438,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.960912258121839,-0.0575233918296668
"1700003M02Rik","Group_safe",0.371042696326701,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.653360120805474,-0.614049695317967
"1700007J10Rik","Group_safe",0.317036169810062,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.7615610447448,-0.392968410872349
"1700007K13Rik","Group_safe",0.742433269853754,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.900624775969198,-0.151001928470947
"1700007L15Rik","Group_safe",0.795054626381844,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.04241441765356,0.0599289430991259
"1700008J07Rik","Group_safe",0.614794219661748,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.883018005292663,-0.179485239254166
"1700009N14Rik","Group_safe",0.641090290064877,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.795845119653411,-0.329440401365927
"1700011I03Rik","Group_safe",0.299237782555087,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.73501189264115,0.794945551792362
"1700012B09Rik","Group_safe",0.398360223022443,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.848763952087618,-0.236564710134203
"1700012D01Rik","Group_safe",0.66995572656114,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.883314029025222,-0.179001669951624
"1700012D14Rik","Group_safe",0.936760306311383,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.04317750437435,0.0609846639861726
"1700013G24Rik","Group_safe",0.65853107375763,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.16591427892176,0.221461721711121
"1700017B05Rik","Group_safe",0.596282431608415,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.0380436245053,0.0538670752323598
"1700018A04Rik","Group_safe",0.581444951132986,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.82800342594232,-0.272291357863522
"1700018L02Rik","Group_safe",0.953910282624728,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.966707894017434,-0.0488480723159232
"1700019G17Rik","Group_safe",0.986474403202573,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00509514678764,0.00733207981345384
"1700019L03Rik","Group_safe",0.171387729590052,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.799245736690645,-0.323288951435734
"1700020I14Rik","Group_safe",0.393928347678751,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.912140818632164,-0.132671526353235
"1700020L24Rik","Group_safe",0.361847173135708,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.12837765622712,0.174250003533923
"1700021F05Rik","Group_safe",0.936383406042883,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00601152248403,0.00864682933366591
"1700021K19Rik","Group_safe",0.184589626530523,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.0524225110873,0.0737140128778168
"1700024P16Rik","Group_safe",0.0951573906955135,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.690996605927872,-0.533249470559
"1700025G04Rik","Group_safe",0.425934054284846,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.08541808627788,0.118250853562628
"1700026D08Rik","Group_safe",0.491604008736285,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.760914859467832,-0.394193058629304
"1700026L06Rik","Group_safe",0.900965917116179,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.06158570205798,0.0862208450474178
"1700028E10Rik","Group_safe",0.578225228711943,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.73190408989382,-0.450273487498581
"1700028I16Rik","Group_safe",0.5887186770627,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.250492161994,0.322496014825703
"1700028J19Rik","Group_safe",0.422647643398749,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.21281703116092,0.278361918020459
"1700028K03Rik","Group_safe",0.467629045202146,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.76548834937289,-0.385547674614768
"1700029I15Rik","Group_safe",0.771698630250824,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.921470268652885,-0.117990477006428
"1700029J03Rik","Group_safe",0.625274898755514,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.1432004213069,0.193078353226973
"1700029J07Rik","Group_safe",0.815042503224583,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.942844134739871,-0.0849088018486589
"1700030F18Rik","Group_safe",0.566873033005645,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.689114181275372,-0.537185047934863
"1700030J22Rik","Group_safe",0.846224961809845,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02336340714877,0.0333185523077208
"1700030K09Rik","Group_safe",0.495807849717664,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.04980061021935,0.0701153412593268
"1700031A10Rik","Group_safe",0.751316408809692,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.11841356811965,0.161453768097265
"1700034E13Rik","Group_safe",0.179417837983264,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.464141459875443,-1.10736352152244
"1700034P13Rik","Group_safe",0.754704308906417,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.1771807539685,0.235335860590759
"1700037C18Rik","Group_safe",0.935002883497087,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.989905942867536,-0.0146366426294705
"1700037H04Rik","Group_safe",0.864497110744075,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.01241670530202,0.0178032178334028
"1700042O10Rik","Group_safe",0.397567959199665,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.671444532459216,-0.574659870292333
"1700048M11Rik","Group_safe",0.950331480932562,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.982097513824772,-0.0260618160430203
"1700049G17Rik","Group_safe",0.201360149337444,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.873407300088092,-0.195273505426082
"1700052K11Rik","Group_safe",0.816883280777572,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.01917758190426,0.0274054491596996
"1700056E22Rik","Group_safe",0.714258792891459,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.912620052089323,-0.131913741857676
"1700061G19Rik","Group_safe",0.632415831821391,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.858342072459515,-0.220375379691529
"1700065J18Rik","Group_safe",0.581116604215782,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.85930919191321,-0.218750767506068
"1700066M21Rik","Group_safe",0.331870510864156,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.899389703487166,-0.152981727239155
"1700067K01Rik","Group_safe",0.162484243218192,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.642909660345409,-0.637312066087185
"1700086O06Rik","Group_safe",0.120820771321465,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.639405326449177,-0.645197332611584
"1700088E04Rik","Group_safe",0.910650707421451,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02528906925937,0.0360307194786607
"1700093K21Rik","Group_safe",0.87339700904939,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02917346078355,0.0414861599985537
"1700094D03Rik","Group_safe",0.072264484928066,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.821220952718302,-0.284157657897302
"1700096K18Rik","Group_safe",0.137195370718588,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.748235168337713,-0.418436318260814
"1700101I11Rik","Group_safe",0.371960369443802,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.42198827540816,0.507909569682896
"1700102P08Rik","Group_safe",0.32173441528267,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.29260204503112,0.370278179224172
"1700108F19Rik","Group_safe",0.989077099276207,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00518223851438,0.00745708425637711
"1700109H08Rik","Group_safe",0.397797430876509,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.780942856554267,-0.356711108084629
"1700109K24Rik","Group_safe",0.309982334929945,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.811928704809781,-0.300575044488198
"1700112E06Rik","Group_safe",0.957909115698801,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.991647824472357,-0.0121002445344008
"1700112H15Rik","Group_safe",0.539383263167889,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.34906571085166,0.431960621385506
"1700113A16Rik","Group_safe",0.875556699801119,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.986754090421052,-0.0192375003099668
"1700120C14Rik","Group_safe",0.452310941549027,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.5296073232621,0.613161335602211
"1700120K04Rik","Group_safe",0.64545067044587,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.886561735646773,-0.173706998325912
"1700123M08Rik","Group_safe",0.83246572233643,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.959021987008651,-0.0603642033303772
"1700123O20Rik","Group_safe",0.879911610457234,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.01057855971943,0.0151814773952599
"1700124L16Rik","Group_safe",0.153523091152504,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.391608071763104,-1.35251759303925
"1700125H03Rik","Group_safe",0.579880910681704,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.738669569849821,-0.436998949117843
"1810010H24Rik","Group_safe",0.600770803551023,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.12337477161687,0.167839308819689
"1810011O10Rik","Group_safe",0.0393066424713051,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.826489167114208,-0.274932184810829
"1810013L24Rik","Group_safe",0.152583500152745,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.910942872644341,-0.134567512799605
"1810014B01Rik","Group_safe",0.0659345482788193,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.818915649049186,-0.288213237606657
"1810021B22Rik","Group_safe",0.867412293526144,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02924422873233,0.0415853590768768
"1810022K09Rik","Group_safe",0.00279530200240757,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.857524876024467,-0.221749571710853
"1810024B03Rik","Group_safe",0.179164389970987,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.663730691928485,-0.591330106675556
"1810026B05Rik","Group_safe",0.506909516198424,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.951366727420945,-0.0719265247311946
"1810026J23Rik","Group_safe",0.75908448890566,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.01920898389148,0.0274498995029307
"1810030O07Rik","Group_safe",0.496363201636622,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.970415754670888,-0.0433251221277677
"1810032O08Rik","Group_safe",0.163655803917354,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.889360871067164,-0.169159162605374
"1810034E14Rik","Group_safe",0.351327714223816,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.85886468960203,-0.219497235952839
"1810037I17Rik","Group_safe",0.329498320979165,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.942453338982916,-0.0855069028024794
"1810041L15Rik","Group_safe",0.125640069866908,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.30051529374225,0.379083365122015
"1810043G02Rik","Group_safe",0.116895642226265,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.10849054210164,0.148596460849092
"1810043H04Rik","Group_safe",0.988704842284688,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.998710982012827,-0.00186085945619454
"1810044D09Rik","Group_safe",0.409267824906613,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.25144218750402,0.323591644819482
"1810055G02Rik","Group_safe",0.641028063106643,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.03116970297517,0.0442817812932108
"1810058I24Rik","Group_safe",0.959524032434005,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00467978534605,0.00673575443301728
"1810062G17Rik","Group_safe",0.749685086500851,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.927527027303723,-0.108538773704923
"1810062O18Rik","Group_safe",0.775028611530398,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.18933023865568,0.250149360600473
"2010001A14Rik","Group_safe",0.57857680958461,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.917138550211924,-0.12478839966601
"2010012O05Rik","Group_safe",0.178229514492285,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.915192735326131,-0.127852494640118
"2010107E04Rik","Group_safe",0.726613522221917,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.978287885398207,-0.0316690185445577
"2010107G12Rik","Group_safe",0.140074133644625,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.48440780621389,-1.04570598069054
"2010107G23Rik","Group_safe",0.90628158537705,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.98358853432838,-0.0238731773222143
"2010111I01Rik","Group_safe",0.546163369725616,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.951773388675443,-0.0713099771852175
"2010204K13Rik","Group_safe",0.608101422413858,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.08352118625727,0.115727362946562
"2010315B03Rik","Group_safe",0.232890454807357,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.850215971764232,-0.23409873385356
"2010320M18Rik","Group_safe",0.567250367279449,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.931224240793628,-0.102799481209927
"2200002D01Rik","Group_safe",0.679575670985572,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.956492046163411,-0.0641751231882315
"2210010C04Rik","Group_safe",0.526272225738344,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.18540111996307,0.24537532567233
"2210011C24Rik","Group_safe",0.406129958228931,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.856628952230289,-0.223257656821147
"2210013O21Rik","Group_safe",0.505421563555173,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.0496492010189,0.0699072512141645
"2210015D19Rik","Group_safe",0.330287610852011,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.920865698958362,-0.118937328988696
"2210016F16Rik","Group_safe",0.738461339536864,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.96370720219888,-0.0533332078715524
"2210016L21Rik","Group_safe",0.946752217507436,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.004753284216,0.0068412931114009
"2210018M11Rik","Group_safe",0.297120029841389,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.859377403189286,-0.218636252073109
"2210404O09Rik","Group_safe",0.217247487338518,0.999985228743128,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.79785522656282,-0.32580110642
"2210406O10Rik","Group_safe",0.440461476086022,0.999985228743128,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.41990939470663,0.505798873407514
